,Pitcher,Batter,BatterTeam,TaggedPitchType,PitchCall,PlayResult,RelSpeed,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide
164,Matthew Dalquist,Brock Knoerr,Stephen f. austin state,Changeup,StrikeSwinging,StrikeoutSwinging,79.84847089039812,11.476586261310686,16.663373863740766,1.1784841414577336,1.2471553147944296
165,Matthew Dalquist,Cal Martin,Stephen f. austin state,Slider,InPlay,Single,81.10319132509785,5.929254690346603,-5.467042302323328,2.468405014852173,0.2109070053972128
166,Matthew Dalquist,Tyree Carr,Stephen f. austin state,Changeup,StrikeSwinging,,79.70756245737147,10.46854878803756,15.32698459024393,1.8508963695427156,1.0578303343740518
167,Matthew Dalquist,Tyree Carr,Stephen f. austin state,Fastball,BallCalled,,88.25499976335638,18.51109640479879,13.785242131705203,1.6177899250358614,0.0377641605876483
168,Matthew Dalquist,Tyree Carr,Stephen f. austin state,Changeup,StrikeSwinging,,81.09223771539345,9.421070634318603,18.582716831214604,0.3607378289250394,0.5731786128435716
169,Matthew Dalquist,Tyree Carr,Stephen f. austin state,Changeup,InPlay,Out,81.90654072717244,11.609958478136935,16.75021188880447,1.8373999896620796,1.4625190859735333
170,Matthew Dalquist,Nolan Brown,Stephen f. austin state,Fastball,StrikeCalled,,87.64571186554518,19.9623260180638,11.736705159335267,2.147870364631701,-0.1821573316088143
171,Matthew Dalquist,Nolan Brown,Stephen f. austin state,Curveball,StrikeSwinging,,71.08522190334028,-8.483058084812932,-15.722850698159354,0.7061235336687214,-1.0398140176986272
172,Matthew Dalquist,Nolan Brown,Stephen f. austin state,Slider,BallCalled,,80.88833927467464,3.88018359841702,-8.315792516395742,1.70008819957376,-2.6956375518732627
173,Matthew Dalquist,Nolan Brown,Stephen f. austin state,Slider,Foul,,80.28008254434502,3.38505263079297,-6.127933521246715,1.375719220542416,-1.0205716277122503
174,Matthew Dalquist,Nolan Brown,Stephen f. austin state,Fastball,StrikeCalled,StrikeoutLooking,91.33735714942564,18.81396023475654,12.54580579161257,2.414702951620697,-1.064424469215188
0,Matthew Dalquist,Chase Graves,Pacific,Fastball,InPlay,Out,88.23202070163939,19.653927656640576,12.69941678045988,2.133890048999777,0.1327923475361931
1,Matthew Dalquist,Gabe Camacho,Pacific,Fastball,StrikeCalled,,88.00632559195009,19.15875457333366,13.007101709354307,3.295701334684097,1.0385763633580003
2,Matthew Dalquist,Gabe Camacho,Pacific,Changeup,BallCalled,,82.4997259086034,,,2.4732466044353654,1.7777473709372589
3,Matthew Dalquist,Gabe Camacho,Pacific,Changeup,Foul,,82.77716050504671,11.940497988539168,17.12172885440424,1.966261900240176,0.8713999723012591
4,Matthew Dalquist,Gabe Camacho,Pacific,Slider,Foul,,82.28508108937307,4.523252160085271,-4.95183699040647,1.8139870587890865,0.7151227380996483
5,Matthew Dalquist,Gabe Camacho,Pacific,Fastball,Foul,,89.84043406102744,20.52965748590893,10.572642032780116,2.9380229409946685,0.617826316796776
6,Matthew Dalquist,Gabe Camacho,Pacific,Changeup,StrikeSwinging,StrikeoutSwinging,84.29469898808608,12.285723894950593,17.33491802639877,1.2398241883672052,0.9275931169351258
7,Matthew Dalquist,Jack Metcho,Pacific,Slider,BallCalled,,82.9069179629823,6.863527164162285,-3.342978975608419,0.9923621901890756,-1.2694696432577943
8,Matthew Dalquist,Jack Metcho,Pacific,Fastball,StrikeCalled,,89.45378112984318,19.64300257412101,11.862308384826374,2.605693394267765,-0.3939968724936193
9,Matthew Dalquist,Jack Metcho,Pacific,Curveball,BallCalled,,74.18281150482892,-6.801615604899482,-12.128290564592824,3.244164098207665,-0.5382013177682731
10,Matthew Dalquist,Jack Metcho,Pacific,Slider,InPlay,Single,79.44365871493486,3.911868306917171,-5.648691798914874,2.5243945336411318,-0.0273694790732233
11,Matthew Dalquist,Kaden Petersen,Pacific,Slider,StrikeCalled,,81.4168209099534,5.8910325950107065,-3.464924677903848,2.297498600972118,-0.0044690551552381
12,Matthew Dalquist,Kaden Petersen,Pacific,Curveball,InPlay,Single,72.29638751678408,-10.861833355663371,-13.518441097399824,2.878396765302216,0.4619864720387533
13,Matthew Dalquist,Jacob Weiss,Pacific,Slider,StrikeSwinging,,79.839786187238,3.313453308247148,-7.446073906277665,1.2329073277070657,-0.2316387290483186
14,Matthew Dalquist,Jacob Weiss,Pacific,Slider,BallCalled,,83.68647909645235,4.56636555996208,-7.459306430933762,0.3810363985540216,-1.6371135727758694
15,Matthew Dalquist,Jacob Weiss,Pacific,Slider,InPlay,Out,81.02063706751613,3.633371263241244,-5.593896514190246,1.3943592864338876,-0.5043162333930961
33,Matthew Dalquist,Luis Vargas,Pacific,Fastball,StrikeCalled,,86.83994915868999,18.950272398970267,13.40446841805661,2.0686968600572406,1.3553857531832831
34,Matthew Dalquist,Luis Vargas,Pacific,Changeup,StrikeSwinging,,82.04203121046734,12.7176173177671,17.073152560247465,1.6215833606254924,1.4934098623091547
35,Matthew Dalquist,Luis Vargas,Pacific,Changeup,StrikeSwinging,StrikeoutSwinging,82.2700289708728,10.65563863420429,18.73692619207472,2.2567636383951064,2.55995169944959
36,Matthew Dalquist,Andre Vidal,Pacific,Fastball,BallCalled,,87.67191063389349,19.38712085150594,13.573224484056562,2.7273873850023462,1.327651159649209
37,Matthew Dalquist,Andre Vidal,Pacific,Fastball,InPlay,Double,87.68316237905997,18.457144499666917,14.331905483654127,2.36995919869905,0.7642313374542051
38,Matthew Dalquist,Tony Otis,Pacific,Fastball,Foul,,88.78983384079271,15.41121596008287,17.585129825797967,3.441053516971891,-0.2532413259575456
39,Matthew Dalquist,Tony Otis,Pacific,Curveball,StrikeSwinging,,72.16306327511184,-9.60817037118396,-12.63297818084119,1.4928547694634182,-0.8740906338822793
40,Matthew Dalquist,Tony Otis,Pacific,Slider,BallCalled,,80.35780178772106,4.946176386723955,-5.627200078243737,1.3164448090480236,-1.101659381463286
41,Matthew Dalquist,Tony Otis,Pacific,Slider,InPlay,Out,79.8249478220699,4.010437994830319,-6.184617854098327,2.1752560960521223,-0.5056406500757242
42,Matthew Dalquist,Adrian Vidal,Pacific,Fastball,StrikeSwinging,,88.4015628293906,19.119872484834232,11.36030163969934,3.7886382131476655,-1.5646569060948547
43,Matthew Dalquist,Andre Vidal,Pacific,Curveball,,,73.31799835277366,-11.519901025365442,-13.121726843868055,2.67879279076744,0.3741824649930316
44,Matthew Dalquist,Adrian Vidal,Pacific,Fastball,StrikeSwinging,StrikeoutSwinging,91.06734957693804,19.857020981500504,9.9750788297113,4.1016414115110855,-0.2956327466416135
59,Matthew Dalquist,Chase Graves,Pacific,Curveball,StrikeCalled,,71.8526812974596,-6.719664006462715,-12.844671534912496,2.387769016976951,-0.9235833697955872
60,Matthew Dalquist,Chase Graves,Pacific,Fastball,StrikeSwinging,,87.01940680734464,19.72139068308255,11.76362999141972,3.1890156387034816,0.2659926366469872
61,Matthew Dalquist,Chase Graves,Pacific,Curveball,StrikeSwinging,StrikeoutSwinging,72.04559412693635,-10.847634515714894,-13.525247987005748,1.824414087595944,-0.0692931379173115
62,Matthew Dalquist,Gabe Camacho,Pacific,Curveball,StrikeCalled,,72.00773300136902,-7.177582783223642,-13.70117035218544,2.080261097019613,0.2658556422912895
63,Matthew Dalquist,Gabe Camacho,Pacific,Fastball,BallCalled,,87.76917414982623,20.42239987174235,11.642977916005172,2.135074951414296,1.7454773247102724
64,Matthew Dalquist,Gabe Camacho,Pacific,Changeup,InPlay,Out,83.92595653833153,10.693947692377783,16.481721749129864,1.1096352144962487,1.092277277573433
65,Matthew Dalquist,Jack Metcho,Pacific,Fastball,BallCalled,,89.53200783196097,20.037478705525224,10.99404205324866,4.446206714659096,0.4931291628340165
66,Matthew Dalquist,Jack Metcho,Pacific,Fastball,StrikeCalled,,87.87418864111599,18.667504770593165,11.858620625251229,3.0789805253838565,0.6453015502998534
67,Matthew Dalquist,Jack Metcho,Pacific,Curveball,BallCalled,,70.92083126103546,-8.965011561912732,-13.919691302805717,2.934416783830109,0.4701580402151362
68,Matthew Dalquist,Jack Metcho,Pacific,Fastball,Foul,,86.60577206625901,19.096990966505015,10.975370530950688,3.083537421490561,0.2148201227486877
69,Matthew Dalquist,Jack Metcho,Pacific,Changeup,StrikeSwinging,StrikeoutSwinging,82.64146693821404,12.935038845562984,14.884116236171169,2.136306924463234,1.2457004370594862
122,Matthew Dalquist,Kaden Petersen,Pacific,Fastball,StrikeCalled,,87.70279902410877,19.86086709116317,12.795082548162538,2.143163669219837,-0.3937952718428631
123,Matthew Dalquist,Kaden Petersen,Pacific,Curveball,BallCalled,,71.50518904307546,-10.256807503911295,-13.03351093659276,1.1249938405220423,-0.3418311334125814
124,Matthew Dalquist,Kaden Petersen,Pacific,Slider,BallCalled,,79.75350001868159,3.2622993989927096,-5.550853854448149,1.0555716574160632,-0.5137980245868383
125,Matthew Dalquist,Kaden Petersen,Pacific,Fastball,BallCalled,,85.69610867750463,19.61779471307471,12.6555199570663,1.7763384352010323,-0.7672294673162331
126,Matthew Dalquist,Kaden Petersen,Pacific,Fastball,BallCalled,Walk,85.7909550155454,19.70543526515048,12.397877069534903,1.780787206084189,0.992720265224832
127,Matthew Dalquist,Jacob Weiss,Pacific,Slider,Foul,,80.51357509927811,5.484146104289117,-4.418684420813769,3.1222616203260967,-0.3814420163763646
128,Matthew Dalquist,Jacob Weiss,Pacific,Fastball,BallCalled,,87.86600137501537,19.99925706648056,12.007357736761607,1.7817762099703534,-1.4877041743288086
129,Matthew Dalquist,Jacob Weiss,Pacific,Slider,InPlay,Out,80.94257598674051,6.3909239227068255,-4.141303913729284,2.0840577570295675,0.336964777210858
157,Matthew Dalquist,Andre Vidal,Pacific,Fastball,BallCalled,,85.76581030048513,20.225862882940984,11.166175653636303,2.7027229363556247,2.014894533409813
158,Matthew Dalquist,Andre Vidal,Pacific,Fastball,InPlay,Out,86.51036547451544,19.23154993380414,13.300569842361794,3.401756744805017,0.026006007539741
159,Matthew Dalquist,Tony Otis,Pacific,Slider,StrikeCalled,,80.67542639084287,6.443508731738845,-4.1000671615768125,2.5870124912370907,0.8372412643782987
160,Matthew Dalquist,Tony Otis,Pacific,Fastball,StrikeCalled,,88.15907230210382,19.50651784097879,13.468895660002966,2.689034161899899,0.1128087282184661
161,Matthew Dalquist,Tony Otis,Pacific,Changeup,InPlay,Single,81.57366841010247,11.526455957363812,15.799870436870329,2.651334699813402,0.4009857099461537
162,Matthew Dalquist,Rylan Evans,Pacific,Fastball,BallCalled,,88.12756419276248,19.263984994685927,13.55920592673658,1.3220248457028485,0.0650079043094962
163,Matthew Dalquist,Rylan Evans,Pacific,Fastball,Foul,,87.3299996420062,19.45008190391344,12.703330068643565,4.035556412011425,0.6306925939931894
164,Matthew Dalquist,Rylan Evans,Pacific,Curveball,StrikeSwinging,,72.8961187225045,-9.327837094790446,-13.638405335808429,2.109985116424176,-0.9373349964584344
165,Matthew Dalquist,Rylan Evans,Pacific,Curveball,BallCalled,,73.74902964603378,-6.298834023045693,-14.20160747030307,1.44932794609474,-2.11351754847632
166,Matthew Dalquist,Rylan Evans,Pacific,Fastball,InPlay,Out,88.63738342196778,19.431012587877472,10.84325506493084,2.5247118917989364,0.0063679691716821
167,Matthew Dalquist,Chase Graves,Pacific,Slider,StrikeCalled,,82.15585600472737,5.630344684684893,-5.888361893750793,2.8956863500977,-0.8148238227225918
168,Matthew Dalquist,Chase Graves,Pacific,Curveball,StrikeCalled,,72.4035640653339,-9.600408895407888,-13.122036991016165,2.445473323923668,0.3645919902149639
169,Matthew Dalquist,Chase Graves,Pacific,Fastball,StrikeCalled,StrikeoutLooking,89.49362515570314,19.33585234295768,12.871837346799602,2.4443639865284066,-0.782191633525878
74,Matthew Dalquist,Luke Mistone,Cal state fullerton,Fastball,Foul,,90.05624212051553,19.83950315284463,12.253620060595123,3.3251832594396245,0.5321852073042593
75,Matthew Dalquist,Luke Mistone,Cal state fullerton,Fastball,Foul,,89.32266853858542,19.38490563826927,12.537811705069002,3.4092223588296737,0.0008875461314082
76,Matthew Dalquist,Luke Mistone,Cal state fullerton,Slider,BallCalled,,85.22927194348672,7.40790976063338,-1.599078646319694,1.500227046002053,-1.473420593303523
77,Matthew Dalquist,Luke Mistone,Cal state fullerton,Fastball,InPlay,Out,90.74015275722556,20.88936203269313,9.823526592268834,3.6019420913793616,0.0401869095966296
78,Matthew Dalquist,Max Ortega,Cal state fullerton,Curveball,BallCalled,,74.50016173650488,-11.304544176547909,-13.00922042208818,1.2525337788945794,-1.0453894115952267
79,Matthew Dalquist,Max Ortega,Cal state fullerton,Curveball,BallCalled,,71.82922082716101,-12.670519227198142,-14.963006932431176,1.07076710988597,0.5011188664599735
80,Matthew Dalquist,Max Ortega,Cal state fullerton,Fastball,InPlay,Out,89.44727103578785,21.00339766066636,10.814243475428997,2.3700985952899005,0.4980989765403361
81,Matthew Dalquist,Jack Haley,Cal state fullerton,Fastball,StrikeSwinging,,90.91353958079704,,,1.0620694555781305,-0.7565709283928036
94,Matthew Dalquist,Moises Guzman,Cal state fullerton,Fastball,BallCalled,,89.23218105075047,20.09398857882345,12.426290100384833,4.188569797762696,0.5451667755268689
95,Matthew Dalquist,Moises Guzman,Cal state fullerton,Slider,BallCalled,,80.16035098248597,6.314003709486329,-5.989942890201151,4.415598088974926,1.298227776372478
96,Matthew Dalquist,Moises Guzman,Cal state fullerton,Fastball,InPlay,HomeRun,89.16612780298058,20.133712658451643,11.991392999660585,2.1651986108048136,0.3670038892098791
97,Matthew Dalquist,Eli Lopez,Cal state fullerton,Fastball,Foul,,87.47741876836335,19.598163558648405,11.984957112924704,3.346195710411027,0.0321793894320803
98,Matthew Dalquist,Eli Lopez,Cal state fullerton,Curveball,StrikeCalled,,73.61929184690162,-6.32055619947554,-12.874344466229733,2.0978925634650536,-1.051723460223635
99,Matthew Dalquist,Eli Lopez,Cal state fullerton,Changeup,InPlay,Out,83.47338866939425,13.58225683999309,15.877986715173224,1.7239365404482463,0.555848311219886
100,Matthew Dalquist,Maddox Latta,Cal state fullerton,Curveball,InPlay,Error,73.10326798664963,-11.803777619604915,-13.58284776924314,2.093713365538267,0.2861618487426444
101,Matthew Dalquist,Marcos Rosales,Cal state fullerton,Changeup,BallCalled,,82.36468032171696,13.370169585820538,16.938425729379027,2.368915192039057,1.4763633362673532
102,Matthew Dalquist,Marcos Rosales,Cal state fullerton,Slider,StrikeCalled,,82.91360035009049,8.197510317527055,-2.092394052781272,3.0705938743655583,-0.6964161938962434
103,Matthew Dalquist,Marcos Rosales,Cal state fullerton,Fastball,InPlay,Out,91.53611747794072,19.722719051724027,11.744706806017051,2.665819742278852,0.1651390721049516
104,Matthew Dalquist,Colby Wallace,Cal state fullerton,Fastball,Foul,,90.72325330258415,19.495593936508534,11.107803441314648,2.5353755802998363,0.6397922353915007
105,Matthew Dalquist,Colby Wallace,Cal state fullerton,Fastball,BallCalled,,91.34631117951932,,,2.259411507302274,0.5236010160280806
106,Matthew Dalquist,Colby Wallace,Cal state fullerton,Fastball,BallCalled,,89.41399044223715,19.28409232991104,11.709705880823876,3.883416910314831,1.5113302731947849
107,Matthew Dalquist,Colby Wallace,Cal state fullerton,Fastball,Foul,,90.96908724963647,20.571486370988985,11.174525419270788,3.488000628373231,0.4174475572448614
108,Matthew Dalquist,Colby Wallace,Cal state fullerton,Curveball,BallCalled,,75.98293407185261,-8.454625977782506,-11.416090153444731,0.297112002930646,-0.55145294506492
121,Matthew Dalquist,Draven Nushida,Cal state fullerton,Changeup,StrikeCalled,,81.64623795116894,12.766697759812889,16.363352257207858,1.6455091856539268,0.8541334469888348
122,Matthew Dalquist,Draven Nushida,Cal state fullerton,Slider,BallCalled,,80.93703126714173,3.887037809327218,-5.12721703323956,0.9127322670486212,-0.1410786362110333
123,Matthew Dalquist,Draven Nushida,Cal state fullerton,Fastball,InPlay,Single,89.50894453209314,19.75522259829075,11.622207726914649,2.800418869059148,0.361222027053924
124,Matthew Dalquist,Luke Mistone,Cal state fullerton,Curveball,InPlay,Sacrifice,72.43685699338414,-10.947569810348725,-15.37414064490472,1.7362336987797184,0.0101373502362006
125,Matthew Dalquist,Max Ortega,Cal state fullerton,Fastball,BallCalled,,88.72029018866779,19.63076794442932,10.78188780610642,2.691374451320408,1.600190992750204
126,Matthew Dalquist,Max Ortega,Cal state fullerton,Changeup,BallCalled,,83.65570318878689,13.96940889855859,16.36876449636106,0.7937347330809429,1.010630661684463
127,Matthew Dalquist,Max Ortega,Cal state fullerton,Curveball,StrikeCalled,,73.34717139452458,-9.277278046021422,-14.846512167510632,2.108328189416269,-0.0775593716974382
128,Matthew Dalquist,Max Ortega,Cal state fullerton,Fastball,InPlay,Out,90.57422948548886,20.147732035536603,9.807746614227275,3.0956949232873283,0.5443023706846624
129,Matthew Dalquist,Jack Haley,Cal state fullerton,Fastball,StrikeSwinging,,87.90914271556957,20.842986772724025,10.046454671836322,3.127072452091624,-0.143869869909621
130,Matthew Dalquist,Jack Haley,Cal state fullerton,Fastball,StrikeSwinging,,90.52473347623638,20.485111291800564,9.521862186886253,2.565889522511853,-0.8556430464750188
131,Matthew Dalquist,Jack Haley,Cal state fullerton,Fastball,BallCalled,,90.91171775269908,19.91749387613271,10.851580424048963,2.938218346047758,-1.0484682037176591
132,Matthew Dalquist,Jack Haley,Cal state fullerton,Fastball,Foul,,90.39308691406536,19.940038803938855,11.012258050732052,1.7618493438346696,-0.8180757567629131
150,Matthew Dalquist,Moises Guzman,Cal state fullerton,Fastball,StrikeSwinging,,86.41723548776726,20.061760404637145,10.39647752192701,1.6548144068600492,-0.1156926067091348
151,Matthew Dalquist,Moises Guzman,Cal state fullerton,Slider,StrikeSwinging,,80.46495276200787,5.868070438669442,-4.410579711508644,2.7908066175077098,-0.7068695764797667
152,Matthew Dalquist,Moises Guzman,Cal state fullerton,Slider,InPlay,Out,81.94826559241514,4.825800052362673,-4.9893998059852205,1.9132263095932436,-0.6681700416800435
153,Matthew Dalquist,Eli Lopez,Cal state fullerton,Fastball,BallCalled,,88.17467888639422,19.547554836826567,11.885592208538585,3.511097120095501,0.2198093494648979
154,Matthew Dalquist,Eli Lopez,Cal state fullerton,Fastball,Foul,,87.23090745440345,21.08660183928296,10.635931193433166,3.016565475277724,0.0841462593179688
155,Matthew Dalquist,Eli Lopez,Cal state fullerton,Changeup,BallCalled,,81.91560012411942,14.639474362956946,13.737829472741792,1.6653272951084668,1.437426959795332
156,Matthew Dalquist,Eli Lopez,Cal state fullerton,Curveball,InPlay,Single,72.14678509030186,-9.452060122632886,-15.09288528772031,2.384415241938066,0.3977728732195471
157,Matthew Dalquist,Maddox Latta,Cal state fullerton,Fastball,Foul,,87.06484739407587,18.75767854631634,10.551398791869616,2.4537493228267078,1.2812054805057738
158,Matthew Dalquist,Maddox Latta,Cal state fullerton,Changeup,BallCalled,,82.00234346921539,13.630529387693633,14.772769906257771,1.3492197562236936,0.6044863750679222
159,Matthew Dalquist,Maddox Latta,Cal state fullerton,Changeup,Foul,,83.51366897798258,14.943020226821709,15.50261145596149,3.0430879943896043,1.564077050978404
160,Matthew Dalquist,Maddox Latta,Cal state fullerton,Fastball,BallCalled,,89.02453332434963,20.42752666574215,10.247945226073233,5.053678351433747,0.2547049211887325
161,Matthew Dalquist,Maddox Latta,Cal state fullerton,Fastball,Foul,,87.7677196813522,19.69996880689494,10.236356247462536,2.6565177205845805,0.4045167052242244
162,Matthew Dalquist,Maddox Latta,Cal state fullerton,Slider,BallCalled,,82.57511360160817,6.461463502514285,-6.431501492189054,2.0784514359128696,-1.1293679942457842
163,Matthew Dalquist,Marcos Rosales,Cal state fullerton,Slider,StrikeSwinging,,80.68586271636481,2.3454391489848447,-8.055261141834684,2.1850357940568643,-0.6309186524408853
181,Matthew Dalquist,Colby Wallace,Cal state fullerton,Fastball,BallCalled,,88.40693924110992,18.74031886834281,11.638316711765016,4.531474723097358,-0.3725432695408788
182,Matthew Dalquist,Colby Wallace,Cal state fullerton,Fastball,BallCalled,,87.86172232732568,20.553985488365303,10.416763093309816,3.6495509862965134,2.0439174083692917
183,Matthew Dalquist,Colby Wallace,Cal state fullerton,Fastball,Foul,,88.90353167234247,19.154267700658156,10.761990974055276,3.574558175053052,-0.1806773832813158
184,Matthew Dalquist,Colby Wallace,Cal state fullerton,Fastball,Foul,StrikeoutSwinging,88.39421379287955,19.21603907442492,9.641320131570753,3.197614567918191,1.4469955637268288
185,Matthew Dalquist,Draven Nushida,Cal state fullerton,Fastball,InPlay,Single,87.76048151094655,19.02541063691801,10.556668060620703,2.397647827421065,0.4285722660820991
186,Matthew Dalquist,Alijah Ramos,Cal state fullerton,Slider,Foul,,81.24861605694625,4.4120984336579525,-7.8120210798581935,1.8425149543798045,-0.3763444477509409
187,Matthew Dalquist,Alijah Ramos,Cal state fullerton,Slider,BallCalled,,82.65388027800759,1.5794307797409175,-6.802419948185436,2.319057344623017,-0.7161951814726646
188,Matthew Dalquist,Alijah Ramos,Cal state fullerton,Slider,Foul,,81.35758942945937,4.574648336934857,-5.6634270537486735,1.6989300010618356,0.2704637621992821
189,Matthew Dalquist,Alijah Ramos,Cal state fullerton,Fastball,StrikeSwinging,StrikeoutSwinging,89.86008280818655,19.43485323884653,9.652995687472291,2.1887661843999475,-0.1892023022223193
190,Matthew Dalquist,Max Ortega,Cal state fullerton,Slider,StrikeSwinging,,80.47444030992558,4.55532270871376,-6.927035483813195,2.104323346381631,0.4321351890261591
191,Matthew Dalquist,Max Ortega,Cal state fullerton,Slider,BallCalled,,82.54172558580372,4.14469411717868,-6.33015136779012,0.5920071047523677,-0.106817457481466
0,Matthew Dalquist,Anthony Mata,Uc riverside,Fastball,StrikeCalled,,89.7607485969983,,,1.5284520999578055,0.1450976472649364
1,Matthew Dalquist,Anthony Mata,Uc riverside,Fastball,BallCalled,,88.45062870788502,20.27169497203292,11.581908711206712,2.510333074914342,2.5802238506160045
2,Matthew Dalquist,Anthony Mata,Uc riverside,Slider,InPlay,Out,80.82915893220537,4.864336443575596,-4.71315870042015,2.52547549146498,0.8223839710056551
3,Matthew Dalquist,Zach Chamizo,Uc riverside,Fastball,Foul,,91.7164345910767,,,2.271968823438399,0.8808481961163037
4,Matthew Dalquist,Zach Chamizo,Uc riverside,Fastball,BallCalled,,88.74901974856897,19.023965246010185,12.488292830633078,3.77358709000961,1.7266132705027222
5,Matthew Dalquist,Zach Chamizo,Uc riverside,Fastball,BallCalled,,88.17200096324599,19.6192281574511,12.265083073957406,1.965890862416681,1.7175922280360003
6,Matthew Dalquist,Zach Chamizo,Uc riverside,Fastball,BallCalled,,88.35140069923368,19.46554041275837,12.814637152734855,2.7793111129805985,2.6522143074330065
7,Matthew Dalquist,Zach Chamizo,Uc riverside,Fastball,Foul,,87.22813698279064,20.07905230577341,11.123724470770862,1.809174058441669,0.2320027618788697
8,Matthew Dalquist,Zach Chamizo,Uc riverside,Changeup,InPlay,Single,83.87350633166747,12.767899424442763,16.488798981412263,1.0308627577083815,0.0123598403207884
9,Matthew Dalquist,Cole Koniarsky,Uc riverside,Curveball,StrikeCalled,,71.86471843593195,-9.58183818917503,-14.123831130244728,1.566521783225325,-0.5967208308130666
10,Matthew Dalquist,Cole Koniarsky,Uc riverside,Fastball,InPlay,Double,88.65800950897838,19.668275900042858,11.430289308534704,2.3399615394838804,0.7677660806489676
11,Matthew Dalquist,Jayden Lopez,Uc riverside,Changeup,InPlay,Out,84.32455003322899,12.021114258349098,16.782960674587656,1.5916336711975103,0.1733560943717733
12,Matthew Dalquist,Bubba Rocha,Uc riverside,Slider,BallCalled,,83.93061450748183,4.3064102400458495,-3.604540044507759,2.375571861576576,-2.1547069953053533
13,Matthew Dalquist,Bubba Rocha,Uc riverside,Curveball,StrikeCalled,,72.33519004460081,-10.000559713821104,-14.075705934283482,3.2750706877738103,-0.3058684474850017
14,Matthew Dalquist,Bubba Rocha,Uc riverside,Fastball,BallCalled,,89.9139270412244,19.74009724235441,11.65010835221527,2.6337604357646334,-1.5244908626486495
15,Matthew Dalquist,Bubba Rocha,Uc riverside,Slider,BallCalled,,82.34659173246821,3.910666791807671,-4.67388762808327,1.269779286914127,-0.8838818134136919
16,Matthew Dalquist,Bubba Rocha,Uc riverside,Fastball,StrikeSwinging,,89.32593771593186,20.01655697895296,11.1497300550976,2.141301630030859,0.1410979377040425
17,Matthew Dalquist,Bubba Rocha,Uc riverside,Fastball,StrikeCalled,StrikeoutLooking,90.40716653266448,20.05583199763452,11.558248001409108,1.786138070780401,-0.6717175060255735
39,Matthew Dalquist,Dominic Martinez,Uc riverside,Fastball,StrikeCalled,,87.89621262309923,16.132189427433005,18.310690141183425,2.534866715292481,1.2771702785633183
40,Matthew Dalquist,Dominic Martinez,Uc riverside,Changeup,Foul,,81.97951775923362,12.278609716571694,18.05304420539621,1.7456327881555025,1.632042698081548
41,Matthew Dalquist,Dominic Martinez,Uc riverside,Changeup,BallCalled,,83.4862341563524,13.44135577006426,15.883232969661924,1.854451855777868,2.554581397762922
42,Matthew Dalquist,Dominic Martinez,Uc riverside,Fastball,BallCalled,,89.64949420035641,18.8604190812118,12.902055807721313,4.235507972847722,1.6263922899261665
43,Matthew Dalquist,Dominic Martinez,Uc riverside,Curveball,InPlay,Single,74.59855983868275,-6.941030049793355,-13.14271076991046,3.5859962518546924,0.4465504907496629
44,Matthew Dalquist,Andrew Rivas,Uc riverside,Fastball,StrikeCalled,,88.12280487568273,19.325951444511283,11.665432581900816,2.30555264698359,0.9218804922866932
45,Matthew Dalquist,Andrew Rivas,Uc riverside,Changeup,Foul,,82.52212605654928,11.80130631759724,16.027037814861558,1.864383860843928,0.3916544413494437
46,Matthew Dalquist,Andrew Rivas,Uc riverside,Changeup,BallCalled,,83.88517041390503,11.68390771810623,18.42408914755859,-0.0001747639894001,1.2235385930412823
47,Matthew Dalquist,Andrew Rivas,Uc riverside,Slider,StrikeCalled,StrikeoutLooking,82.0732183115976,3.637213932214827,-5.019370740300254,1.8446062096813027,-0.3795254005129903
